payroll (M's),HR,W,ERA,WinPercent,divID,H
116.876429,124,66,4.48,0.409937888,E,1317
96.66097,185,71,4.09,0.438271605,E,1376
101.305821,175,83,3.76,0.512345679,E,1421
101.084963,200,97,4.14,0.598765432,E,1469
115.231663,177,88,4.26,0.543209877,E,1543
137.793376,172,89,4.07,0.549382716,E,1491
149.373987,95,70,4.45,0.432098765,E,1472
134.422942,128,79,3.7,0.487654321,E,1361
118.847309,108,77,4.19,0.475308642,E,1477
93.353983,139,74,4.09,0.456790123,E,1357
49.448346,130,74,3.77,0.456790123,E,1318
85.55699,125,79,3.49,0.487654321,E,1306
96.766683,177,90,3.43,0.555555556,E,1351
133.889129,218,87,3.57,0.537037037,E,1342
9.058606,155,77,4.41,0.475308642,W,1475
9.779421,163,76,4.31,0.469135802,W,1370
11.680839,199,81,4.32,0.5,W,1432
9.69,156,104,3.44,0.641975309,W,1474
15.61307,127,99,3.09,0.611111111,W,1414
19.887501,164,103,3.18,0.635802469,W,1379
36.999167,159,84,4.57,0.518518519,W,1342
41.035,142,96,3.73,0.592592593,W,1389
37.812333,158,68,4.9,0.419753086,W,1408
34.1725,113,51,4.8,0.447368421,W,1009
37.739225,169,67,4.93,0.465277778,W,1296
21.243,243,78,5.2,0.481481481,W,1492
24.0185,197,65,5.48,0.401234568,W,1451
21.303,149,74,4.81,0.456790123,W,1413
24.431833,235,87,4.69,0.537037037,W,1430
31.971333,239,91,4.58,0.565217391,W,1501
33.81075,199,102,3.59,0.62962963,W,1469
40.004167,205,103,3.68,0.635802469,W,1450
50.260834,176,96,3.63,0.592592593,W,1398
59.425667,189,91,4.17,0.561728395,W,1545
55.425762,155,88,3.69,0.543209877,W,1476
62.243079,175,93,4.21,0.574074074,W,1429
79.36694,171,76,4.28,0.469135802,W,1430
47.967126,125,75,4.01,0.465838509,W,1318
61.91,135,75,4.26,0.462962963,W,1464
55.2549,109,81,3.56,0.5,W,1396
66.5365,114,74,3.71,0.456790123,W,1330
55.3725,195,94,3.48,0.580246914,W,1315
60.1325,186,96,3.56,0.592592593,W,1403
72.4084,146,88,3.22,0.543209877,W,1354
79.053501,146,68,4.14,0.419753086,W,1405
86.806234,169,69,4.51,0.425925926,W,1352
10.124966,141,75,3.68,0.462962963,E,1343
11.590166,154,86,3.85,0.534161491,E,1386
11.514233,169,80,4.18,0.49382716,E,1390
13.838,106,65,4.14,0.403726708,E,1294
10.604,123,67,4.04,0.413580247,E,1324
13.173667,103,77,4.07,0.475308642,E,1410
22.487332,111,78,3.86,0.481481481,E,1332
24.383834,118,70,4.11,0.432098765,E,1392
28.538334,156,97,3.95,0.598765432,E,1555
31.599,80,54,3.85,0.469565217,E,1028
30.555945,94,69,4.21,0.479166667,E,1296
34.3145,132,67,4.48,0.413580247,E,1405
36.6565,116,68,4.85,0.419753086,E,1390
36.2975,126,75,4.64,0.462962963,E,1482
31.6925,161,77,4.92,0.475308642,E,1539
47.308,144,65,4.77,0.401234568,E,1386
41.663833,164,86,4.15,0.530864198,E,1431
57.954999,165,80,4.17,0.49689441,E,1428
70.78,166,86,4.04,0.530864198,E,1448
92.919167,215,86,4.45,0.530864198,E,1505
95.522,167,88,4.21,0.543209877,E,1494
88.273333,216,85,4.6,0.524691358,E,1518
89.428213,213,89,4.73,0.549382716,E,1558
97.87988,214,92,3.88,0.567901235,E,1407
113.004046,224,93,4.16,0.574074074,E,1439
141.928379,166,97,3.67,0.598765432,E,1451
172.976379,153,102,3.02,0.62962963,E,1409
174.538938,158,81,3.83,0.5,E,1414
169.863189,140,73,4.32,0.450617284,E,1355
180.944967,125,73,3.79,0.450617284,E,1356
111.693,130,63,4.69,0.388888889,E,1374
58.98,161,71,4.63,0.438271605,E,1305
9.2275,80,57,3.97,0.354037267,E,1340
10.8435,111,64,3.9,0.395061728,E,1366
7.652,131,80,4.2,0.49382716,E,1464
5.9985,110,85,3.47,0.53125,E,1327
12.7375,95,74,3.64,0.456790123,E,1334
15.556,138,95,3.4,0.586419753,E,1395
23.634667,126,98,3.44,0.604938272,E,1433
33.944167,106,96,3.35,0.592592593,E,1409
24.822467,110,75,4.77,0.462962963,E,1482
24.21725,80,53,4.64,0.464912281,C,1001
18.355345,125,58,4.7,0.402777778,C,1281
23.0175,138,73,4.61,0.450617284,C,1509
10.771667,129,79,4.28,0.487654321,C,1440
15.065,107,69,3.91,0.425925926,C,1395
24.697666,171,78,4.33,0.48447205,C,1417
28.928334,168,69,4.94,0.425925926,C,1506
57.760833,161,62,5.05,0.382716049,C,1333
42.323599,142,72,4.23,0.447204969,C,1300
54.812429,163,75,4.64,0.462962963,C,1492
32.227929,142,72,4.29,0.447204969,C,1428
38.133,139,67,4.42,0.413580247,C,1445
46.71775,141,67,4.52,0.413580247,C,1462
38.537833,148,68,4.93,0.419753086,C,1463
48.689783,153,67,5.08,0.413580247,C,1454
48.693,125,62,4.59,0.385093168,C,1364
34.943,126,57,5,0.351851852,C,1303
45.047,107,72,4.04,0.444444444,C,1325
62.951999,170,79,3.86,0.487654321,C,1313
77.062,161,94,3.26,0.580246914,C,1346
77.178,156,88,3.47,0.543209877,C,1436
88.892499,140,98,3.21,0.604938272,C,1462
103.778833,153,78,4.21,0.48447205,C,1426
11.036583,109,83,3.4,0.512345679,W,1405
11.380693,136,74,3.99,0.456790123,W,1442
11.065796,113,65,4.27,0.401234568,W,1419
9.561002,94,83,3.28,0.51552795,W,1325
14.195,120,89,3.38,0.549382716,W,1360
17.588334,123,75,3.68,0.462962963,W,1429
22.150001,121,84,3.57,0.518518519,W,1321
26.854167,135,82,3.56,0.50617284,W,1396
25.511333,153,61,4.23,0.37654321,W,1386
14.916333,92,47,4.08,0.401709402,W,1117
26.382334,116,70,4.13,0.486111111,W,1345
28.348172,147,91,3.72,0.561728395,W,1499
37.363672,152,76,4.98,0.469135802,W,1519
46.8615,167,98,3.63,0.604938272,W,1390
49.768179,153,74,4.47,0.456790123,W,1360
54.821,157,76,4.52,0.469135802,W,1413
39.182833,161,79,4.52,0.487654321,W,1379
41.425,136,66,4.62,0.407407407,W,1393
45.21,128,64,4.87,0.395061728,W,1442
55.384833,139,87,4.03,0.537037037,W,1521
63.290833,130,82,4.13,0.50617284,W,1416
69.896141,161,88,3.87,0.543209877,W,1465
58.110567,171,89,3.7,0.54601227,W,1408
73.677616,154,63,4.41,0.388888889,W,1390
43.3337,141,75,4.37,0.462962963,W,1315
37.7993,132,90,3.39,0.555555556,W,1338
45.86914,91,71,3.42,0.438271605,W,1284
55.2447,121,76,4.01,0.469135802,W,1339
65.5855,146,76,3.98,0.469135802,W,1349
75.6857,109,77,3.27,0.475308642,W,1199
118.4413,148,74,4.09,0.456790123,W,1324
101.424814,177,68,4.43,0.419753086,W,1275
4.613,171,74,4.68,0.456790123,W,1410
5.958309,158,67,4.65,0.413580247,W,1392
2.2635,161,78,4.49,0.481481481,W,1499
7.34245,148,68,4.15,0.422360248,W,1397
9.7795,134,73,4,0.450617284,W,1417
12.553667,107,77,3.69,0.475308642,W,1419
15.691833,126,83,3.79,0.512345679,W,1400
23.179833,149,64,4.55,0.395061728,W,1466
32.696333,161,82,4.2,0.50617284,W,1429
29.2285,153,49,4.99,0.4375,W,1045
36.481311,182,79,4.5,0.544827586,W,1377
41.328501,245,85,5.21,0.527950311,W,1625
41.540661,264,90,4.78,0.555555556,W,1574
54.087036,234,76,4.93,0.472049689,W,1553
54.125003,244,79,5.24,0.487654321,W,1499
58.915,198,91,4.49,0.561728395,W,1481
74.720834,169,116,3.54,0.716049383,W,1637
80.282668,152,93,4.07,0.574074074,W,1531
86.959167,139,93,3.76,0.574074074,W,1509
81.515834,136,63,4.76,0.388888889,W,1544
87.754334,130,69,4.49,0.425925926,W,1408
87.959833,172,78,4.6,0.481481481,W,1540
106.460833,153,88,4.73,0.543209877,W,1629
117.666482,124,61,4.73,0.37654321,W,1498
98.904166,160,85,3.87,0.524691358,W,1430
86.51,101,61,3.93,0.37654321,W,1274
86.1106,109,67,3.9,0.413580247,W,1263
81.9781,149,75,3.76,0.462962963,W,1285
74.005043,188,71,4.31,0.438271605,W,1318
92.5311,136,87,3.17,0.537037037,W,1328
122.2087,198,76,4.16,0.469135802,W,1379
135.683339,223,86,4,0.530864198,W,1446
8.221714,115,62,3.61,0.382716049,W,1263
8.947,114,83,3.33,0.512345679,W,1394
7.29,205,90,3.68,0.555555556,W,1458
12.38,113,83,3.39,0.512345679,W,1353
14.962834,141,92,3.3,0.567901235,W,1365
19.335333,152,85,4.08,0.524691358,W,1459
30.967666,141,75,4.03,0.462962963,W,1345
33.163168,105,72,3.61,0.444444444,W,1330
35.05,168,103,3.61,0.635802469,W,1534
42.638666,123,55,3.99,0.47826087,W,963
36.462777,152,67,4.86,0.465277778,W,1256
37.144725,153,68,4.71,0.419753086,W,1400
35.592378,172,90,4.39,0.555555556,W,1415
42.565834,161,89,4.18,0.54601227,W,1540
46.595057,188,86,4.71,0.530864198,W,1507
53.737826,226,97,4.21,0.598765432,W,1535
63.280167,235,90,4.18,0.555555556,W,1493
78.299835,198,95,3.54,0.590062112,W,1465
82.852167,180,100,3.73,0.621118012,W,1440
82.019166,183,91,4.29,0.561728395,W,1500
90.1995,128,75,4.33,0.462962963,W,1427
90.056419,163,76,4.63,0.472049689,W,1418
90.219056,131,71,4.19,0.438271605,W,1407
76.5945,94,72,4.38,0.444444444,W,1452
83.02645,122,88,3.55,0.543209877,W,1411
98.641333,162,92,3.36,0.567901235,W,1411
118.198333,121,86,3.2,0.530864198,W,1327
117.620683,103,94,3.68,0.580246914,W,1495
140.180334,107,76,4,0.469135802,W,1446
163.510167,132,88,3.5,0.543209877,W,1407
164.7015,136,84,3.72,0.518518519,W,1486
172.253778,130,87,3.65,0.537037037,W,1437
11.817083,87,101,3.1,0.62345679,E,1446
9.87501,58,79,3.37,0.49068323,E,1270
11.758,94,95,3.91,0.586419753,E,1449
12.88,71,76,3.47,0.469135802,E,1373
16.078833,73,86,3.36,0.530864198,E,1418
20.523334,73,70,3.87,0.432098765,E,1398
21.860001,68,84,3.69,0.518518519,E,1366
27.583836,94,83,3.38,0.512345679,E,1464
23.367334,118,87,4.09,0.537037037,E,1508
29.275601,108,53,5.14,0.464912281,C,1026
37.101,107,62,4.09,0.433566434,C,1182
40.269667,142,88,3.97,0.543209877,C,1468
45.456667,144,73,3.88,0.450617284,C,1409
54.672521,223,83,4.31,0.512345679,C,1444
49.778195,194,75,4.74,0.465838509,C,1461
61.453863,235,95,4.38,0.586419753,C,1481
78.538333,199,93,3.93,0.574074074,C,1469
74.660875,175,97,3.7,0.598765432,C,1475
83.786666,196,85,4.6,0.524691358,C,1580
83.228333,214,105,3.75,0.648148148,C,1544
92.106833,170,100,3.49,0.617283951,C,1494
88.891371,184,83,4.54,0.51552795,C,1484
90.286823,141,78,4.65,0.481481481,C,1513
99.624449,174,86,4.19,0.530864198,C,1585
88.528409,160,91,3.66,0.561728395,C,1436
93.540751,150,86,3.57,0.530864198,C,1456
105.433572,162,90,3.74,0.555555556,C,1513
110.300862,159,88,3.71,0.543209877,C,1526
92.26011,125,97,3.42,0.598765432,C,1494
120.693,105,90,3.5,0.555555556,C,1371
119.2415,137,100,2.94,0.617283951,C,1386
143.0535,225,86,4.08,0.530864198,C,1415
27.28,111,63,4.35,0.388888889,E,1450
38.87,145,69,5.06,0.425925926,E,1531
62.765129,162,69,4.86,0.428571429,E,1414
56.98,121,62,4.94,0.382716049,E,1426
34.38,133,55,5.29,0.341614907,E,1418
19.63,137,63,4.93,0.388888889,E,1501
29.556667,145,70,4.81,0.434782609,E,1416
29.679067,157,67,5.39,0.413580247,E,1519
34.917967,190,61,4.96,0.37654321,E,1395
24.1235,187,66,5.53,0.407407407,E,1500
43.820597,180,97,3.82,0.598765432,E,1443
63.313034,199,84,4.33,0.518518519,E,1434
71.923471,160,96,3.78,0.592592593,E,1343
41.053571,172,91,3.58,0.561728395,E,1324
64.1735,175,90,3.19,0.555555556,E,1293
52.955272,165,92,3.74,0.564417178,E,1421
72.6891,117,77,3.56,0.475308642,E,1361
64.521233,167,80,3.74,0.49382716,E,1383
57.09731,216,68,4.2,0.419753086,E,1333
7.6765,129,62,4.56,0.385093168,W,1359
6.743119,184,87,4.11,0.537037037,W,1479
0.88,194,75,4.63,0.462962963,W,1478
5.342131,112,70,4.05,0.434782609,W,1378
11.893781,122,83,3.91,0.512345679,W,1433
14.874372,110,83,3.83,0.512345679,W,1416
18.2245,177,85,4.47,0.524691358,W,1539
30.128167,159,77,4.09,0.475308642,W,1387
36.376959,181,86,4.28,0.530864198,W,1472
32.973597,124,52,5.45,0.456140351,W,1114
34.581451,138,74,4.66,0.513888889,W,1304
39.041528,221,90,4.65,0.555555556,W,1622
53.448838,187,77,4.69,0.475308642,W,1547
56.572095,201,88,4.99,0.543209877,W,1637
76.709931,230,95,5.07,0.586419753,W,1653
70.795921,173,71,5.52,0.438271605,W,1601
88.6335,246,73,5.71,0.450617284,W,1566
105.526122,230,72,5.15,0.444444444,W,1510
103.491667,239,71,5.67,0.438271605,W,1506
55.050417,227,89,4.53,0.549382716,W,1492
55.849,260,79,4.96,0.487654321,W,1528
68.228662,183,80,4.6,0.49382716,W,1571
68.318675,179,75,4.75,0.462962963,W,1460
67.712326,194,79,5.37,0.487654321,W,1619
68.178798,224,87,4.38,0.537037037,W,1436
55.250544,162,90,3.93,0.555555556,W,1556
92.299264,210,96,3.79,0.592592593,W,1599
120.510974,200,93,3.99,0.574074074,W,1526
112.5226,176,91,3.62,0.558282209,W,1465
112.255059,111,67,4.49,0.413580247,W,1400
143.742789,172,88,4.24,0.543209877,W,1419
176.038723,215,95,4.37,0.586419753,W,1446
8.81255,158,99,3.31,0.614906832,E,1482
12.611047,181,86,4.08,0.530864198,E,1540
10.479501,215,96,3.74,0.592592593,E,1514
12.241225,158,87,3.8,0.537037037,E,1491
16.261666,142,89,3.58,0.549382716,E,1449
17.756834,167,86,3.84,0.530864198,E,1479
19.902417,133,91,3.5,0.561728395,E,1412
44.788666,163,96,3.91,0.592592593,E,1458
47.279166,159,95,4.21,0.586419753,E,1556
43.433668,115,55,4.7,0.47826087,E,1064
50.59,140,56,4.88,0.388888889,E,1309
29.555083,177,74,4.57,0.456790123,E,1451
47.079833,147,76,3.92,0.469135802,E,1333
51.376,221,88,4.28,0.543209877,E,1482
45.444333,212,84,4.92,0.518518519,E,1580
44.838332,244,83,5.14,0.512345679,E,1562
76.895999,195,80,4.28,0.49382716,E,1489
76.864333,187,78,4.8,0.481481481,E,1457
51.269,190,86,4.69,0.530864198,E,1580
50.017,145,67,4.91,0.416149068,E,1438
45.7195,136,80,4.06,0.49382716,E,1480
71.365,199,87,4.37,0.537037037,E,1591
81.9428,165,83,4,0.512345679,E,1434
97.7939,126,86,3.49,0.530864198,E,1453
80.5383,209,75,4.47,0.462962963,E,1516
62.234,257,85,4.22,0.524691358,E,1364
62.5678,186,81,4.32,0.5,E,1384
75.0092,198,73,4.64,0.450617284,E,1346
126.2881,185,74,4.25,0.456790123,E,1398
109.9201,177,83,4,0.512345679,E,1435
112.9924,232,93,3.8,0.574074074,E,1480
138.7017,221,89,3.78,0.549382716,E,1358
48.5815,117,81,3.87,0.5,E,1367
63.143,164,71,5.03,0.438271605,E,1437
36.9475,123,73,4.58,0.450617284,E,1415
54.961,117,59,4.66,0.366459627,E,1376
59.928,156,59,5,0.364197531,E,1416
61.4,149,69,4.13,0.425925926,E,1355
63.856928,154,80,3.58,0.49689441,E,1319
80.855143,194,98,3.33,0.604938272,E,1468
113.70327,161,86,3.59,0.530864198,E,1365
131.98368,152,96,3.03,0.592592593,E,1403
155.587472,177,83,3.62,0.512345679,E,1363
141.652646,203,95,3.51,0.586419753,E,1403
